208,1635023825,208,4
208,1635023829,1396,2241188
1396,1637265017,571,4303048
571,1641568065,1090,547404
1090,1642115469,1136,32
1136,1642115501,1157,18
1157,1642115519,1163,5
1163,1642115524,1172,6
1172,1642115530,1180,4
1180,1642115534,1194,19
1194,1642115553,580,12220
580,1642127773,592,7
592,1642127780,603,5
603,1642127785,633,15
633,1642127800,641,5
641,1642127805,650,5
650,1642127810,658,4
658,1642127814,669,6
669,1642127820,678,5
678,1642127825,683,5
683,1642127830,684,5
684,1642127835,692,4
692,1642127839,711,9
711,1642127848,721,12
721,1642127860,729,64
729,1642127924,748,9
748,1642127933,768,7
768,1642127940,775,5
775,1642127945,777,4
777,1642127949,788,6
788,1642127955,795,3
795,1642127958,806,5
806,1642127963,822,7
822,1642127970,841,8
841,1642127978,852,6
852,1642127984,878,11
878,1642127995,882,2
882,1642127997,940,22
940,1642128019,951,5
951,1642128024,971,9
971,1642128033,988,26
988,1642128059,1392,1077936
1392,1643205995,1391,3
1391,1643205998,1441,5
1441,1643206003,1443,3
1443,1643206006,1447,19
1447,1643206025,1447,5
1447,1643206030,1447,5
1447,1643206035,1447,2
1447,1643206037,1413,23
1413,1643206060,1390,15
1390,1643206075,1383,5
1383,1643206080,1379,2
1379,1643206082,1352,13
1352,1643206095,1350,1
1350,1643206096,1330,9
1330,1643206105,1318,5
1318,1643206110,1310,3
1310,1643206113,1296,6
1296,1643206119,1287,4
1287,1643206123,1273,7
1273,1643206130,1266,4
1266,1643206134,1263,5
1263,1643206139,1253,6
1253,1643206145,1240,5
1240,1643206150,1234,3
1234,1643206153,1222,7
1222,1643206160,1221,3
1221,1643206163,1210,17
1210,1643206180,1209,1
1209,1643206181,1201,7
1201,1643206188,1176,27
1176,1643206215,1175,4
1175,1643206219,1170,6
1170,1643206225,1167,2
1167,1643206227,1158,8
1158,1643206235,1797,17
1797,1643206252,1122,9
1122,1643206261,1109,9
1109,1643206270,1106,1
1106,1643206271,1099,7
1099,1643206278,1087,12
1087,1643206290,1086,3
1086,1643206293,1047,20
1047,1643206313,1041,7
1041,1643206320,1033,12
1033,1643206332,1030,4
1030,1643206336,1025,9
1025,1643206345,1022,1
1022,1643206346,1006,8
1006,1643206354,997,4
997,1643206358,1801,6
1801,1643206364,1799,6
1799,1643206370,970,5
970,1643206375,981,10
981,1643206385,981,4
981,1643206389,981,4
981,1643206393,1803,3046432
1803,1646252825,1802,2
1802,1646252827,1,28
1,1646252855,7,5
7,1646252860,18,5
18,1646252865,28,4
28,1646252869,42,5
42,1646252874,59,6
59,1646252880,72,5
72,1646252885,86,5
86,1646252890,103,5
103,1646252895,116,4
116,1646252899,128,6
128,1646252905,130,5
130,1646252910,130,3
130,1646252913,156,12
156,1646252925,168,5
168,1646252930,180,5
180,1646252935,189,4
189,1646252939,199,6
199,1646252945,205,5
205,1646252950,207,5
207,1646252955,207,5
207,1646252960,209,5
209,1646252965,209,5
209,1646252970,211,5
211,1646252975,212,20
212,1646252995,215,5
215,1646253000,224,5
224,1646253005,235,5
235,1646253010,246,5
246,1646253015,257,5
257,1646253020,270,5
270,1646253025,283,5
283,1646253030,297,5
297,1646253035,312,5
312,1646253040,326,5
326,1646253045,338,4
338,1646253049,425,71
425,1646253120,440,5
440,1646253125,453,5
453,1646253130,462,5
462,1646253135,465,5
465,1646253140,465,5
465,1646253145,465,5
465,1646253150,465,5
465,1646253155,465,5
465,1646253160,465,5
465,1646253165,466,5
466,1646253170,472,5
472,1646253175,481,5
481,1646253180,492,5
492,1646253185,496,5
496,1646253190,500,5
500,1646253195,507,5
507,1646253200,517,5
517,1646253205,523,5
523,1646253210,531,5
531,1646253215,537,5
537,1646253220,537,5
537,1646253225,540,5
540,1646253230,549,5
549,1646253235,553,3
553,1646253238,555,5
555,1646253243,566,7
566,1646253250,569,5
569,1646253255,568,4
568,1646253259,567,6
567,1646253265,567,5
567,1646253270,567,5
567,1646253275,566,5
566,1646253280,566,2
566,1646253282,570,105
570,1646253387,570,4
570,1646253391,570,5
570,1646253396,570,6
570,1646253402,570,5
570,1646253407,580,102
580,1646253509,983,541041
983,1646794550,133,427275
133,1647221825,136,6
136,1647221831,136,5
136,1647221836,136,5
136,1647221841,136,5
136,1647221846,136,5
136,1647221851,209,11
209,1647221862,584,299
584,1647222161,584,5
584,1647222166,582,6
582,1647222172,992,163820
992,1647385992,1008,10
1008,1647386002,1027,18
1027,1647386020,1027,5
1027,1647386025,1027,3
1027,1647386028,1099,27
1099,1647386055,1100,1
1100,1647386056,1124,14
1124,1647386070,1125,5
1125,1647386075,1132,5
1132,1647386080,1140,5
1140,1647386085,1145,5
1145,1647386090,1153,5
1153,1647386095,1160,5
1160,1647386100,1166,5
1166,1647386105,1174,5
1174,1647386110,1186,5
1186,1647386115,1192,5
1192,1647386120,1193,5
1193,1647386125,1194,5
1194,1647386130,1195,5
1195,1647386135,1205,5
1205,1647386140,1208,5
1208,1647386145,1213,5
1213,1647386150,1225,5
1225,1647386155,1240,5
1240,1647386160,1250,5
1250,1647386165,1253,5
1253,1647386170,1258,5
1258,1647386175,1269,5
1269,1647386180,1281,5
1281,1647386185,1296,5
1296,1647386190,1310,5
1310,1647386195,1325,5
1325,1647386200,1340,5
1340,1647386205,1354,5
1354,1647386210,1368,5
1368,1647386215,1380,5
1380,1647386220,1386,5
1386,1647386225,1389,5
1389,1647386230,1395,30
1395,1647386260,1394,5
1394,1647386265,1395,5
1395,1647386270,1391,5
1391,1647386275,1383,5
1383,1647386280,1371,5
1371,1647386285,1358,5
1358,1647386290,1345,5
1345,1647386295,1334,5
1334,1647386300,1330,5
1330,1647386305,1330,5
1330,1647386310,1331,5
1331,1647386315,1332,5
1332,1647386320,1333,2
