96,985,1634419057,987,259
96,987,1634419316,170,115
96,170,1634419431,221,50
96,221,1634419481,996,664
96,996,1634420145,1087,53
96,1087,1634420198,1178,58
96,1178,1634420256,1385,80
96,1385,1634420336,1198,114
96,1198,1634420450,1100,59
96,1100,1634420509,981,66
96,981,1634420575,984,231
96,984,1634420806,59,652
96,59,1634421458,1011,361
96,1011,1634421819,1169,239
96,1169,1634422058,1284,63
96,1284,1634422121,1391,62
96,1391,1634422183,1394,68
96,1394,1634422251,1262,60
96,1262,1634422311,1156,66
96,1156,1634422377,1157,362
96,1157,1634422739,1082,46
96,1082,1634422785,981,174
96,981,1634422959,5,74
96,5,1634423033,218,112
96,218,1634423145,946,471
96,946,1634423616,996,82
96,996,1634423698,1087,53
96,1087,1634423751,1154,51
96,1154,1634423802,1154,59
96,1154,1634423861,1155,3176
96,1155,1634427037,1136,186
96,1136,1634427223,1803,247
96,1803,1634427470,218,166
96,218,1634427636,935,428
96,935,1634428064,1044,126
96,1044,1634428190,1117,47
96,1117,1634428237,1343,132
96,1343,1634428369,1352,68
96,1352,1634428437,1243,44
96,1243,1634428481,1128,60
96,1128,1634428541,964,236
96,964,1634428777,288,1529
96,288,1634430306,201,42
96,201,1634430348,302,71
96,302,1634430419,337,246
96,337,1634430665,981,214
96,981,1634430879,993,66
96,993,1634430945,1368,188
96,1368,1634431133,1105,236
96,1105,1634431369,986,114
96,986,1634431483,563,566
96,563,1634432049,952,1197
96,952,1634433246,971,60
96,971,1634433306,1800,166
96,1800,1634433472,1169,712
96,1169,1634434184,1050,323
96,1050,1634434507,1480,95
96,1480,1634434602,1343,186
96,1343,1634434788,1131,319
96,1131,1634435107,843,91
96,843,1634435198,1181,446
96,1181,1634435644,1032,659
96,1032,1634436303,981,481
96,981,1634436784,1136,221
96,1136,1634437005,1029,54
96,1029,1634437059,765,550
96,765,1634437609,980,114
96,980,1634437723,1,386
96,1,1634438109,107,598
96,107,1634438707,979,150
96,979,1634438857,1003,63
96,1003,1634438920,1101,1150
96,1101,1634440070,990,55
96,990,1634440125,1213,476
96,1213,1634440601,777,129
96,777,1634440730,725,69
96,725,1634440799,752,27462
96,752,1634468261,734,184
96,734,1634468445,768,194
96,768,1634468639,747,56
96,747,1634468695,803,62
96,803,1634468757,1136,57
96,1136,1634468814,1163,46
96,1163,1634468860,484,209
96,484,1634469069,1185,169
96,1185,1634469238,1136,53
96,1136,1634469291,1008,65
96,1008,1634469356,48,112
96,48,1634469468,60,307
96,60,1634469775,689,133
96,689,1634469908,1023,217
96,1023,1634470125,997,65
96,997,1634470190,1,180
96,1,1634470370,73,175
96,73,1634470545,731,438
96,731,1634470983,729,100
96,729,1634471083,981,307
96,981,1634471390,809,15
96,809,1634471405,1167,471
96,1167,1634471876,1395,155
96,1395,1634472031,1482,436
96,1482,1634472467,1480,231
96,1480,1634472698,1331,255
96,1331,1634472953,1405,114
96,1405,1634473067,1352,71
96,1352,1634473138,1175,162
96,1175,1634473300,1050,116
96,1050,1634473416,980,73
96,980,1634473489,985,69
96,985,1634473558,1,42
96,1,1634473600,177,117
96,177,1634473717,985,848
96,985,1634474565,1047,59
96,1047,1634474624,826,82
96,826,1634474706,1143,48
96,1143,1634474754,1265,107
96,1265,1634474861,1131,371
96,1131,1634475232,1050,51
96,1050,1634475283,1285,505
96,1285,1634475788,1419,533
96,1419,1634476321,1480,188
96,1480,1634476509,41,339
96,41,1634476848,1024,293
96,1024,1634477141,2,191
96,2,1634477332,975,829
96,975,1634478161,984,130
96,984,1634478291,1181,180
96,1181,1634478471,1175,485
96,1175,1634478956,1137,51
96,1137,1634479007,1053,51
96,1053,1634479058,981,180
96,981,1634479238,3,78
96,3,1634479316,70,46
96,70,1634479362,168,65
96,168,1634479427,1373,20
96,1373,1634479447,220,29
96,220,1634479476,1251,452
96,1251,1634479928,1046,331
96,1046,1634480259,1122,73
96,1122,1634480332,1267,107
96,1267,1634480439,1422,67
96,1422,1634480506,1131,196
96,1131,1634480702,1482,172
96,1482,1634480874,1332,65
96,1332,1634480939,1415,108
96,1415,1634481047,1050,134
96,1050,1634481181,981,539
96,981,1634481720,999,49
96,999,1634481769,689,602
96,689,1634482371,805,57
