-73.67631,42.73061,0
-73.67623,42.73057,0
-73.67616,42.73052,0
-73.67612,42.73049,0
-73.6761,42.73048,0
-73.67608,42.73047,0
-73.67605,42.73045,0
-73.67598,42.73042,0
-73.67592,42.7304,0
-73.67592,42.73039,0
-73.6758,42.73035,0
-73.67558,42.73028,0
-73.67548,42.73024,0
-73.67541,42.73022,0
-73.67526,42.73015,0
-73.67514,42.73008,0
-73.67497,42.73019,0
-73.67485,42.73026,0
-73.67478,42.7303,0
-73.67472,42.73033,0
-73.67463,42.73036,0
-73.67453,42.73038,0
-73.67447,42.7304,0
-73.67442,42.73041,0
-73.67431,42.73045,0
-73.6742,42.7305,0
-73.6741,42.73057,0
-73.67407,42.7306,0
-73.67406,42.73061,0
-73.67394,42.73074,0
-73.67385,42.73085,0
-73.6737,42.73092,0
-73.67364,42.73095,0
-73.67353,42.73099,0
-73.67341,42.73102,0
-73.67328,42.73104,0
-73.67317,42.73105,0
-73.67308,42.73106,0
-73.6729,42.73109,0
-73.67237,42.73121,0
-73.67206,42.73129,0
-73.67198,42.73127,0
-73.67194,42.73139,0
-73.67191,42.73152,0
-73.6719,42.73155,0
-73.67182,42.73182,0
-73.67186,42.73189,0
-73.67172,42.73237,0
-73.67156,42.73235,0
-73.67148,42.73234,0
-73.67142,42.73233,0
-73.6714,42.73233,0
-73.67137,42.73233,0
-73.67132,42.73234,0
-73.67129,42.73234,0
-73.67103,42.73231,0
-73.67095,42.73229,0
-73.67092,42.73229,0
-73.6709,42.73228,0
-73.67087,42.73227,0
-73.67085,42.73226,0
-73.67081,42.73224,0
-73.67078,42.73221,0
-73.67077,42.73219,0
-73.67075,42.73216,0
-73.67072,42.73211,0
-73.6707,42.73207,0
-73.67067,42.73203,0
-73.67066,42.73201,0
-73.67065,42.732,0
-73.67064,42.73199,0
-73.67061,42.73197,0
-73.6706,42.73195,0
-73.67057,42.73194,0
-73.67047,42.73188,0
-73.67045,42.73187,0
-73.67043,42.73186,0
-73.67038,42.73185,0
-73.67032,42.73183,0
-73.67026,42.73182,0
-73.67021,42.73181,0
-73.66992,42.73176,0
-73.66978,42.73174,0
-73.66948,42.73169,0
-73.6694,42.73168,0
-73.66932,42.73166,0
-73.66924,42.73165,0
-73.66921,42.73164,0
-73.66919,42.73164,0
-73.66914,42.73162,0
-73.66911,42.73161,0
-73.66902,42.73158,0
-73.66882,42.73151,0
-73.66861,42.73142,0
-73.66839,42.73134,0
-73.6682,42.73125,0
-73.66809,42.7312,0
-73.6679,42.73112,0
-73.66769,42.73103,0
-73.6674,42.73091,0
-73.66736,42.73089,0
-73.66732,42.73088,0
-73.66729,42.73087,0
-73.66726,42.73086,0
-73.6672,42.73087,0
-73.66712,42.73087,0
-73.66705,42.73089,0
-73.66702,42.73089,0
-73.66698,42.73091,0
-73.66689,42.73093,0
-73.66685,42.73095,0
-73.66682,42.73098,0
-73.66677,42.73103,0
-73.66674,42.73107,0
-73.66672,42.73109,0
-73.66662,42.73123,0
-73.66657,42.73128,0
-73.66647,42.73141,0
-73.66628,42.73164,0
-73.66611,42.73183,0
-73.66602,42.73194,0
-73.66592,42.73203,0
-73.66576,42.73218,0
-73.66563,42.73228,0
-73.66513,42.73268,0
-73.66496,42.73283,0
-73.66479,42.73297,0
-73.66446,42.73323,0
-73.66429,42.73336,0
-73.66411,42.73351,0
-73.66396,42.73363,0
-73.66394,42.73365,0
-73.6638,42.73376,0
-73.66369,42.73386,0
-73.66365,42.7339,0
-73.66359,42.73396,0
-73.66354,42.73401,0
-73.66351,42.73407,0
-73.66346,42.73418,0
-73.66342,42.73429,0
-73.66339,42.73437,0
-73.66338,42.73444,0
-73.66325,42.73491,0
-73.66319,42.73511,0
-73.66318,42.73515,0
-73.66317,42.7352,0
-73.66317,42.73524,0
-73.66316,42.73528,0
-73.66317,42.7353,0
-73.66317,42.73532,0
-73.66318,42.73534,0
-73.66319,42.73535,0
-73.6632,42.73536,0
-73.66321,42.73537,0
-73.66325,42.73539,0
-73.66329,42.7354,0
-73.66333,42.73542,0
-73.66341,42.73543,0
-73.66343,42.73544,0
-73.6637,42.73548,0
-73.664,42.73552,0
-73.66422,42.73555,0
-73.66447,42.73559,0
-73.66462,42.73561,0
-73.66508,42.73567,0
-73.66585,42.73579,0
-73.66609,42.73582,0
-73.66633,42.73586,0
-73.66681,42.73593,0
-73.66707,42.73597,0
-73.66689,42.73665,0
-73.66688,42.73668,0
-73.66667,42.73739,0
-73.66661,42.73759,0
-73.66656,42.73777,0
-73.66696,42.73783,0
-73.66713,42.73785,0
-73.66805,42.73798,0
-73.66824,42.73801,0
-73.66841,42.73804,0
-73.66911,42.73813,0
-73.66931,42.73816,0
-73.67008,42.73827,0
-73.67017,42.73795,0
-73.67026,42.73761,0
-73.67033,42.73737,0
-73.67034,42.73735,0
-73.67045,42.73692,0
-73.67052,42.73668,0
-73.67058,42.73645,0
-73.67066,42.73619,0
-73.67079,42.73573,0
-73.67082,42.73564,0
-73.6709,42.7353,0
-73.67099,42.73499,0
-73.67109,42.73462,0
-73.67126,42.73402,0
-73.67126,42.734,0
-73.67131,42.73386,0
-73.67137,42.73363,0
-73.67156,42.73292,0
-73.6717,42.73243,0
-73.67172,42.73237,0
