96,42.72912,-73.67276,2022-02-02 17:23:53 +0000,system
97,42.730194496506996,-73.67530685827467,2022-02-02 17:24:11 +0000,user
97,42.730294153160486,-73.67554500391597,2022-02-02 17:24:17 +0000,user
97,42.730373182800236,-73.67579755419163,2022-02-02 17:24:28 +0000,user
97,42.730297500250366,-73.67586103079314,2022-02-02 17:24:30 +0000,user
97,42.730155302456616,-73.6759011866619,2022-02-02 17:24:34 +0000,user
97,42.730123883890315,-73.67591065092502,2022-02-02 17:24:35 +0000,user
97,42.72998172571944,-73.67588594777055,2022-02-02 17:24:39 +0000,user
96,42.73015,-73.67589,2022-02-02 17:24:42 +0000,system
97,42.7298,-73.67581,2022-02-02 17:24:42 +0000,system
97,42.728818872829756,-73.6759041594756,2022-02-02 17:25:16 +0000,user
97,42.728784152232954,-73.67591201534785,2022-02-02 17:25:18 +0000,user
97,42.72870818733224,-73.67592825171694,2022-02-02 17:25:22 +0000,user
97,42.728658038400475,-73.67592940587076,2022-02-02 17:25:25 +0000,user
97,42.72864829736896,-73.67592810849584,2022-02-02 17:25:28 +0000,user
97,42.728652446609644,-73.67592998361053,2022-02-02 17:25:31 +0000,user
97,42.73354,-73.6857,2022-02-02 21:48:45 +0000,system
97,42.73186,-73.68156,2022-02-02 21:49:38 +0000,system
97,42.73075,-73.67705,2022-02-02 21:50:40 +0000,system
97,42.72933,-73.67324,2022-02-02 21:52:48 +0000,system
97,42.73223,-73.67176,2022-02-02 21:53:41 +0000,system
97,42.73096,-73.66742,2022-02-02 21:54:56 +0000,system
96,42.73843,-73.67306,2022-02-02 21:54:44 +0000,system
97,42.72944,-73.6742,2022-02-02 21:58:50 +0000,system
97,42.73035,-73.67638,2022-02-02 22:01:37 +0000,system
97,42.73138,-73.68081,2022-02-02 22:02:39 +0000,system
96,42.73051,-73.67641,2022-02-02 22:02:59 +0000,system
96,42.72869,-73.67784,2022-02-02 22:03:52 +0000,system
96,42.72507,-73.6787,2022-02-02 22:04:35 +0000,system
96,42.72678,-73.68214,2022-02-02 22:05:57 +0000,system
96,42.7336,-73.68559,2022-02-02 22:11:41 +0000,system
